State,County,per_dem_2000,per_gop_2000,per_dem_2004,per_gop_2004,per_dem_2008,per_gop_2008,per_dem_2012,per_gop_2012,per_dem_2016,per_gop_2016,per_dem_2020,per_gop_2020
MISSISSIPPI,YAZOO,0.4751806766116578,0.49961962675958577,0.4486628011514281,0.5231905736644936,0.5340551864005806,0.4619280470992595,0.5682444057071907,0.4252151459335498,0.5331678246939744,0.45660377313147593,0.5266385583301663,0.46301264808067016
MISSOURI,ADAIR,0.38864670167868964,0.5733510229592959,0.4330059624403666,0.5583128721866776,0.48311009983732617,0.4962513684641131,0.416650206975459,0.5580683383783643,0.34226481484229926,0.5896733809997327,0.35893962813570085,0.6204527857774257
MISSOURI,ANDREW,0.3842452565517662,0.585235083055767,0.3712799414816357,0.6212194524301725,0.38054607465239354,0.6005688275306384,0.3189260771503418,0.6569949426234108,0.22374179406592803,0.7292122530314965,0.2410787528290825,0.7439499582199036
MISSOURI,ATCHISON,0.35283873092010193,0.6262626240812865,0.31844106362978114,0.6771229382854153,0.33602150424723953,0.6505376322226558,0.27906976641170256,0.7021040948611882,0.19860499192876285,0.756240819543903,0.2004264385201619,0.7814498906131844
MISSOURI,AUDRAIN,0.45578367505680156,0.5263895838493845,0.40419357820444296,0.5891603476652997,0.4112791017426221,0.5720248580168585,0.3556069128259577,0.621583600661592,0.25544180473567063,0.6938674081166212,0.25375375351562146,0.7256005999196691
MISSOURI,BARRY,0.33433053013071595,0.6375323410110508,0.3032239532539499,0.6892367339059118,0.3161704450176383,0.6663479918967851,0.2656091552472772,0.71215413536712,0.18555289271786862,0.7824717557121043,0.18899858944159598,0.7965764836539451
MISSOURI,BARTON,0.2653745801987056,0.7148714112656143,0.2291770985992704,0.7631447158017949,0.24462003993843304,0.7420981830159749,0.2140619557708633,0.7688826996712798,0.13386091912129833,0.8349890539905893,0.1388843176914854,0.8504196135421761
MISSOURI,BATES,0.4345482540624381,0.544789527021574,0.4013701861547718,0.5910701623067917,0.39490522709778436,0.5834842441343906,0.3290438806729586,0.6459915060532859,0.20167019792886676,0.7479745721700429,0.19866920128485124,0.7838640675096672
MISSOURI,BENTON,0.41810459195897987,0.5598619583755483,0.37529137487480146,0.6188256181387217,0.37932476180691466,0.6019650876952388,0.3194277598346317,0.6627716493799589,0.2174613399726575,0.7745919235668042,0.20809469243213566,0.7740549820789854
MISSOURI,BOLLINGER,0.31960710177633717,0.6586701914267659,0.2975402878752497,0.6958439343581952,0.29218533836067545,0.6867219905139662,0.2223240465133357,0.7505498519967928,0.1242071879418478,0.8504228314826942,0.1253551727806198,0.8636135703432833
MISSOURI,BOONE,0.4833330536524127,0.4768742974254098,0.4950030244200874,0.4970807142391341,0.5520404452086145,0.43224126398139123,0.5017123718237122,0.47095263271247856,0.4903538893868515,0.43163065764873004,0.5491400490798153,0.42389873635223996
MISSOURI,BUCHANAN,0.49164052818864473,0.4725907166779112,0.46901185758392305,0.5220553358308154,0.4908811474152456,0.4894979506942884,0.444197572937903,0.5315330711184603,0.336885498657594,0.5978855266278118,0.3673698015281245,0.6134214982749271
MISSOURI,BUTLER,0.34701673935749344,0.632840174596902,0.28380268822833,0.711392250646924,0.30660975873421975,0.6808743795819158,0.25833382659818,0.7252057547958992,0.17590822169540055,0.7908917082154866,0.18196350797532468,0.8049170383082977
MISSOURI,CALDWELL,0.38649350548962724,0.5766233751256535,0.3854264283378013,0.6075445159148442,0.3974583689801526,0.5815074483314912,0.3148548108594797,0.6529877594120764,0.1943413724621026,0.7495361763693503,0.19158479241438534,0.7956001691678767
MISSOURI,CALLAWAY,0.43820224690475423,0.5381499865833878,0.3690429300798723,0.6249929665081906,0.3923192379316188,0.5894622428500274,0.3329859585712012,0.6441970158818577,0.25993851911637655,0.6803001090604387,0.2776201285103953,0.7006715849883316
MISSOURI,CAMDEN,0.3697877066671807,0.6057664187345655,0.3225575079038078,0.6722680461743593,0.3511950479595197,0.6358830702408698,0.29428115730495275,0.6877192979322309,0.21177933720716918,0.7525983828939334,0.22779300329365107,0.7597130417702269
MISSOURI,CAPE GIRARDEAU,0.3126025652859766,0.6641883516982523,0.3057428033254035,0.6889628234662337,0.32681033320122865,0.6630437690635674,0.2723709261192824,0.7103259041577091,0.22927803870908847,0.7294400343621578,0.2668121403821632,0.7167972622701851
MISSOURI,CARROLL,0.3536345768311841,0.6286836921443273,0.33073191240090294,0.6654714181280924,0.3382547370245599,0.6511679139463026,0.26812267595696404,0.7137546451817969,0.1708323775032507,0.7979821123641777,0.17343336237106496,0.8177405101108992
